date, pm25, pm10, o3, no2, so2, co
2021/8/25, 57, 30, 19, 7, 1, 1
2021/8/26, 56, 25, 21, 6, 1, 1
2021/8/27, 57, 20, 22, 3, 1, 1
2021/8/28, 44, 17, 21, 2, 2, 1
2021/8/29, 36, 16, 19, 5, 2, 1
2021/8/30, 42, 21, 23, 8, 2, 
2021/8/31, 55, 25, 13, 12, 2, 1
2021/7/1, 48, 17, 12, 6, 1, 1
2021/7/2, 47, 7, 10, 2, 2, 1
2021/7/3, 20, 5, 20, 1, 1, 1
2021/7/4, 18, 6, 13, 1, 2, 1
2021/7/5, 11, 14, 14, 3, 1, 1
2021/7/6, 23, 16, 14, 3, 1, 1
2021/7/7, 26, 16, 17, 4, 1, 1
2021/7/8, 38, 17, 15, 5, 1, 1
2021/7/9, 42, 16, 17, 5, 1, 1
2021/7/10, 48, 13, 14, 2, 1, 1
2021/7/11, 38, 14, 15, 3, 1, 1
2021/7/12, 31, 16, 15, 4, 1, 1
2021/7/13, 36, 13, 14, 2, 1, 1
2021/7/14, 24, 13, 24, 5, 1, 1
2021/7/15, 29, 17, 28, 8, 1, 1
2021/7/16, 34, 20, 28, 6, 1, 1
2021/7/17, 52, 13, 18, 1, 1, 1
2021/7/18, 38, 10, 19, 3, 1, 1
2021/7/19, 30, 15, 16, 5, 1, 1
2021/7/20, 43, 17, 16, 5, 1, 1
2021/7/21, 43, 15, 16, 5, 1, 1
2021/7/22, 39, 10, 12, 4, 1, 1
2021/7/23, 30, 9, 8, 3, 1, 1
2021/7/24, 24, 5, 8, 3, 1, 1
2021/7/25, 14, 11, 20, 5, 1, 1
2021/7/26, 30, 12, 13, 6, 1, 1
2021/7/27, 31, 10, 19, 6, 1, 1
2021/7/28, 30, 12, 17, 6, 1, 1
2021/7/29, 33, 13, 16, 6, 1, 
2021/7/30, 33, 13, 17, 4, , 
2021/7/31, 35, 10, 14, 5, 1, 1
2021/6/1, 42, 11, 24, 3, 1, 1
2021/6/2, 37, 12, 22, 4, 1, 1
2021/6/3, 21, 14, 21, 5, 1, 1
2021/6/4, 29, 16, 22, 3, 1, 1
2021/6/5, 30, 15, 7, 2, 1, 1
2021/6/6, 42, 21, 21, 5, 2, 1
2021/6/7, 46, 21, 20, 4, 1, 1
2021/6/8, 45, 20, 21, 7, 2, 1
2021/6/9, 51, 20, 22, 7, 2, 1
2021/6/10, 51, 17, 14, 6, 2, 1
2021/6/11, 39, 15, 26, 4, 1, 1
2021/6/12, 41, 24, 28, 2, 2, 1
2021/6/13, 64, 16, 22, 10, 1, 1
2021/6/14, 48, 21, 33, 6, 1, 1
2021/6/15, 57, 18, 26, 6, 1, 1
2021/6/16, 43, 13, 22, 7, 2, 1
2021/6/17, 28, 6, 11, 5, 2, 1
2021/6/18, 26, 14, 20, 2, 2, 1
2021/6/19, 40, 10, 19, 1, 2, 1
2021/6/20, 22, 16, 15, 4, 2, 1
2021/6/21, 28, 15, 21, 5, 1, 1
2021/6/22, 39, 15, 21, 4, 1, 1
2021/6/23, 38, 20, 22, 7, 1, 1
2021/6/24, 45, 14, 24, 8, 1, 1
2021/6/25, 36, 14, 23, 5, 2, 1
2021/6/26, 46, 10, 23, 1, 1, 1
2021/6/27, 35, 21, 23, 3, 1, 1
2021/6/28, 51, 21, 20, 5, 1, 1
2021/6/29, 43, 15, 19, 5, 2, 1
2021/6/30, 45, 20, 15, 7, 1, 1
2021/5/1, 27, 9, 32, 2, 1, 1
2021/5/2, 24, 12, 30, 6, 1, 1
2021/5/3, 28, 14, 27, 7, 1, 1
2021/5/4, 33, 12, 19, 5, 1, 1
2021/5/5, 23, 9, 15, 4, 1, 1
2021/5/6, 21, 13, 18, 4, 1, 1
2021/5/7, 33, 10, 20, 1, 1, 1
2021/5/8, 25, 12, 26, 1, 2, 1
2021/5/9, 24, 12, 24, 4, 2, 1
2021/5/10, 20, 11, 27, 4, 1, 1
2021/5/11, 26, 15, 25, 3, 1, 1
2021/5/12, 24, 12, 22, 3, 1, 1
2021/5/13, 19, 12, 21, 5, 1, 1
2021/5/14, 26, 6, 17, , 1, 
2021/5/15, 14, 10, 23, 1, 1, 1
2021/5/16, 23, 17, 23, 1, 1, 1
2021/5/17, 33, 9, 19, 2, 1, 1
2021/5/18, 15, 13, 22, 5, 1, 1
2021/5/19, 29, 13, 19, 7, 1, 1
2021/5/20, 32, 13, 25, 4, 1, 1
2021/5/21, 26, 10, 29, 1, 1, 1
2021/5/22, 13, 9, 27, 1, 1, 1
2021/5/23, 20, 19, 26, 3, 1, 1
2021/5/24, 34, 19, 23, 5, 1, 1
2021/5/25, 40, 23, 23, 6, 1, 1
2021/5/26, 50, 30, 24, 9, 2, 1
2021/5/27, 60, 27, 22, 7, 1, 1
2021/5/28, 58, 19, 21, 3, 1, 
2021/5/29, 47, 18, 22, 4, 1, 
2021/5/30, 45, 21, 6, 5, , 
2021/5/31, 53, 17, 32, 3, 1, 1
2021/4/1, 85, 32, 21, 1, , 
2021/4/2, 61, 30, 24, 2, , 1
2021/4/3, 64, 30, 27, 2, , 1
2021/4/4, 62, 27, 27, 6, , 1
2021/4/5, 65, 25, 26, 5, 1, 1
2021/4/6, 56, 19, 27, 6, 1, 1
2021/4/7, 44, 33, 28, 5, 1, 1
2021/4/8, 64, 40, 27, 5, 1, 1
2021/4/9, 70, 7, 17, 3, 1, 1
2021/4/10, 19, 11, 26, 1, 1, 1
2021/4/11, 24, 15, 23, 8, 1, 1
2021/4/12, 31, 12, 16, 5, 1, 1
2021/4/13, 29, 19, 21, 5, 2, 2
2021/4/14, 39, 18, 27, 7, 1, 1
2021/4/15, 42, 17, 26, 5, 1, 1
2021/4/16, 39, 16, 34, 2, 1, 1
2021/4/17, 35, 16, 35, 2, 1, 1
2021/4/18, 40, 21, 30, 5, 1, 1
2021/4/19, 48, 11, 23, 5, 1, 1
2021/4/20, 31, 8, 18, 5, 2, 1
2021/4/21, 25, 14, 23, 5, 2, 1
2021/4/22, 36, 19, 18, 7, 2, 1
2021/4/23, 44, 14, 22, 3, 2, 1
2021/4/24, 39, 8, 21, 2, 2, 1
2021/4/25, 24, 11, 25, 5, 2, 1
2021/4/26, 35, 13, 25, 5, 1, 1
2021/4/27, 43, 20, 31, 5, 1, 1
2021/4/28, 47, 13, 31, 6, 1, 1
2021/4/29, 21, 13, 32, 6, 1, 1
2021/4/30, 22, 11, 35, 1, 1, 1
2021/1/4, 57, 22, 8, 10, , 2
2021/1/5, 55, 16, 12, 4, , 1
2021/1/6, 60, 20, 9, 10, , 1
2021/1/7, 49, 16, 15, 10, , 1
2021/1/8, 44, 15, 21, 6, , 1
2021/1/9, 28, 12, 22, 3, , 1
2021/1/10, 26, 29, 15, 17, , 2
2021/1/11, 60, 31, 15, 15, , 2
2021/1/12, 80, 37, 11, 17, , 1
2021/1/13, 94, 30, 11, 14, , 1
2021/1/14, 76, 28, 13, 11, , 1
2021/1/15, 79, 28, 16, 6, , 2
2021/1/16, 83, 27, 17, 7, , 1
2021/1/17, 81, 26, 10, 10, , 2
2021/1/18, 79, 31, 28, 7, , 1
2021/1/19, 82, 16, 28, 2, , 
2021/1/20, 35, 22, 28, 1, , 1
2021/1/21, 39, 20, 30, 1, , 1
2021/1/22, 27, , , , , 
2021/1/23, 29, , , , , 
2021/1/24, 34, , , , , 
2021/1/25, 13, 9, 7, 11, , 1
2021/1/26, 25, 6, 13, 5, , 
2021/1/27, 16, 3, 14, 1, , 
