date, pm25, pm10, o3, no2, so2, co
2021/1/28, 14, 2, 24, 1, , 
2021/1/29, 10, 27, 26, , , 
2021/1/30, 42, , , , , 
2020/10/1, 19, 18, 24, 5, 1, 1
2020/10/2, 26, 16, 23, 3, , 1
2020/10/3, 29, 18, 20, 2, , 1
2020/10/4, 25, 15, 14, 6, , 1
2020/10/5, 36, 11, 13, 6, , 1
2020/10/6, 15, 14, 13, 6, , 1
2020/10/7, 25, 29, 16, 7, , 1
2020/10/8, 50, 21, 17, 8, , 1
2020/10/9, 44, 11, 21, 3, , 1
2020/10/10, 20, 11, 28, 1, , 1
2020/10/11, 13, 11, 24, 3, , 1
2020/10/12, 23, 15, 20, 7, , 1
2020/10/13, 24, 17, 18, 8, , 1
2020/10/14, 32, 24, 20, 10, , 1
2020/10/15, 42, 20, 24, 11, , 1
2020/10/16, 42, 24, 24, 4, , 1
2020/10/17, 55, 21, 23, 6, , 1
2020/10/18, 50, 25, 28, 5, , 1
2020/10/19, 48, 12, 23, 4, , 1
2020/10/20, 20, 9, 24, 3, , 1
2020/10/21, 13, 12, 22, 3, , 1
2020/10/22, 27, 14, 28, 4, , 1
2020/10/23, 25, 9, 27, , , 1
2020/10/24, 14, 15, 26, 2, , 1
2020/10/25, 19, 14, 20, 5, , 1
2020/10/26, 31, 10, 22, 2, , 1
2020/10/27, 18, 19, 18, 8, , 1
2020/10/28, 39, 22, 15, 9, , 1
2020/10/29, 44, 28, 13, 11, , 1
2020/10/30, 64, 5, 18, , , 1
2020/10/31, 14, 2, 16, , , 1
2020/11/1, 8, 16, 13, 6, , 1
2020/11/2, 20, 18, 18, 6, , 1
2020/11/3, 28, 11, 24, 5, , 1
2020/11/4, 16, 8, 23, 2, , 1
2020/11/5, 14, 10, 16, 5, , 1
2020/11/6, 25, 10, 24, , , 1
2020/11/7, 24, 9, 25, , , 1
2020/11/8, 17, 19, 19, 7, , 1
2020/11/9, 27, 17, 15, 6, , 1
2020/11/10, 36, 12, 19, 3, , 1
2020/11/11, 31, 22, 18, 9, , 1
2020/11/12, 43, 23, 21, 6, , 
2020/11/13, 56, 17, 19, 1, , 
2020/11/14, 40, 11, 19, 1, , 
2020/11/15, 20, 25, 9, 9, , 
2020/11/16, 53, 21, 16, 5, , 
2020/11/17, 52, 18, 11, 6, , 1
2020/11/18, 32, 25, 8, 7, , 1
2020/11/19, 51, 21, 9, 6, , 6
2020/11/20, 52, 24, 16, 7, , 4
2020/11/21, 63, 24, 21, 5, , 2
2020/11/22, 69, 36, 10, 10, , 2
2020/11/23, 79, 32, 25, 6, , 1
2020/11/24, 83, 16, 18, 9, , 1
2020/11/25, 25, 16, 9, 7, , 1
2020/11/26, 31, 27, 10, 9, , 1
2020/11/27, 53, 24, 14, 4, , 1
2020/11/28, 57, 13, 20, 2, , 
2020/11/29, 26, 20, 13, 7, , 
2020/11/30, 43, 24, 11, 8, , 1
2020/12/1, 57, 13, 17, 7, , 1
2020/12/2, 30, 19, 27, 5, , 1
2020/12/3, 38, 15, 27, 8, , 1
2020/12/4, 26, 18, 15, 6, , 1
2020/12/5, 43, 16, 25, 1, , 1
2020/12/6, 43, 18, 29, 2, , 1
2020/12/7, 26, 18, 21, 3, , 1
2020/12/8, 33, 16, 26, 6, , 1
2020/12/9, 42, 5, 21, 7, , 1
2020/12/10, 15, 31, 22, 4, , 1
2020/12/11, 30, 36, 18, 5, , 1
2020/12/12, 62, 7, 28, , , 1
2020/12/13, 12, 15, 23, 4, , 1
2020/12/14, 33, 11, 25, 3, , 1
2020/12/15, 30, 17, 22, 10, , 1
2020/12/16, 39, 19, 19, 5, , 1
2020/12/17, 41, 9, 21, 1, , 
2020/12/18, 28, 27, 19, 7, , 1
2020/12/19, 47, 16, 24, , , 1
2020/12/20, 39, 3, 21, 2, , 1
2020/12/21, 12, 9, 26, 1, , 1
2020/12/22, 23, 15, 23, 7, , 1
2020/12/23, 31, 16, 14, 7, , 1
2020/12/24, 36, 10, 21, 3, , 1
2020/12/25, 23, 20, 16, 5, , 2
2020/12/26, 46, 17, 30, , , 1
2020/12/27, 44, 24, 27, 4, , 1
2020/12/28, 37, 18, 18, 10, , 1
2020/12/29, 35, 21, 8, 9, , 1
2020/12/30, 62, 14, 23, 4, , 1
2020/12/31, 17, , , , , 
2020/7/1, 18, , , , , 
2020/7/2, 20, , , , , 
2020/7/3, 20, , , , , 
2020/7/4, 26, , , , , 
2020/7/5, 28, 18, 87, 4, , 1
2020/7/6, 20, 23, 104, 4, , 1
2020/7/7, 43, 20, 25, 3, 3, 1
2020/7/8, 34, 27, 26, 3, , 2
2020/7/9, 41, 14, 21, 1, , 1
2020/7/10, 21, 15, 27, 1, , 1
2020/7/11, 27, 22, 37, 2, , 1
2020/7/12, 50, 23, 37, 2, , 1
2020/7/13, 41, 17, 35, 2, , 
2020/7/14, 27, 13, 24, 2, , 
2020/7/15, 12, 23, 32, 3, , 
2020/7/16, 30, 18, 41, 4, , 1
2020/7/17, 25, 24, 55, 3, , 1
2020/7/18, 49, 23, 37, 2, , 1
2020/7/19, 58, 24, 27, 3, , 1
2020/7/20, 50, 20, 36, 6, , 1
2020/7/21, 41, 38, 38, 8, 1, 1
2020/7/22, 67, 38, 32, 5, , 1
2020/7/23, 65, 22, 24, 3, , 1
2020/7/24, 43, 12, 16, 1, , 1
2020/7/25, 21, 9, 15, , , 1
2020/7/26, 18, 14, 11, 2, , 1
2020/7/27, 22, 14, 16, 2, , 1
2020/7/28, 19, 15, 28, 3, , 1
2020/7/29, 25, 20, 28, 4, , 1
2020/7/30, 44, 16, 26, 2, , 1
2020/7/31, 30, 14, 19, 1, , 1
2020/8/1, 26, 13, 21, 1, , 1
2020/8/2, 17, 11, 18, 1, , 1
2020/8/3, 14, 15, 24, 3, , 1
2020/8/4, 23, 19, 23, 4, , 1
2020/8/5, 35, 26, 27, 6, , 1
2020/8/6, 43, 23, 20, 5, , 
2020/8/7, 38, 17, 27, 4, , 1
2020/8/8, 31, 14, 25, 1, , 1
2020/8/9, 35, 22, 29, 3, , 1
2020/8/10, 46, 21, 29, 4, , 1
2020/8/11, 41, 14, 17, 5, , 1
2020/8/12, 27, 11, 17, 2, , 1
2020/8/13, 17, 10, 19, 3, , 1
2020/8/14, 22, 10, 21, , , 1
2020/8/15, 15, 9, 19, , , 1
2020/8/16, 12, 9, 10, 2, , 1
2020/8/17, 11, 11, 5, 1, , 1
2020/8/18, 24, 15, 21, , , 1
2020/8/19, 20, 15, 19, 2, , 1
2020/8/20, 19, 19, 19, 1, , 
2020/8/21, 36, 16, 21, 1, , 1
2020/8/22, 32, 16, 25, 1, , 1
2020/8/23, 31, 13, 28, 4, , 1
2020/8/24, 27, 15, 9, 3, , 1
2020/8/25, 27, 11, 12, 2, , 1
2020/8/26, 20, 11, 5, 1, , 1
2020/8/27, 14, 17, 20, 2, , 1
2020/8/28, 25, 16, 22, 2, , 1
2020/8/29, 20, 12, 26, 1, , 1
2020/8/30, 22, 14, 25, 4, , 1
2020/8/31, 25, 19, 27, 5, , 1
