date, pm25, pm10, o3, no2, so2, co
2020/11/5, 40, 38, 24, , 3, 
2020/11/6, 52, 14, 28, 1, 3, 
2020/11/7, 28, 4, 26, , 3, 
2020/11/8, 11, 11, 21, 11, 3, 
2020/11/9, 17, 16, 12, 18, 3, 
2020/11/10, 37, 11, 19, 13, 3, 
2020/11/11, 23, 17, 6, 18, , 
2020/11/12, 33, 22, 15, 18, , 
2020/11/13, 40, , 24, 4, , 
2020/11/16, 42, 23, 2, 21, 2, 
2020/11/17, 43, 26, 5, 24, , 
2020/11/18, 44, 17, 16, 18, , 
2020/11/19, 36, 18, 14, 17, , 
2020/11/20, 43, 21, 7, 14, , 
2020/11/21, 58, 17, 8, 17, 2, 
2020/11/22, 49, 38, 2, 18, 4, 
2020/11/23, 65, 24, 22, 23, , 
2020/11/24, 59, 22, 21, 14, 1, 
2020/11/25, 61, , , , , 
2020/11/27, 39, 18, 8, 18, 2, 
2020/11/28, 44, 11, 6, 17, , 
2020/11/29, 32, 32, 2, 20, 1, 
2020/11/30, 63, 26, 23, 16, , 
2020/12/1, 59, 15, 16, 20, , 
2020/12/2, 32, 12, 19, 18, , 
2020/12/3, 33, 5, 22, 16, , 
2020/12/4, 8, 3, 25, 10, , 
2020/12/5, 9, 3, 27, 8, , 
2020/12/6, 10, 5, 32, 10, , 
2020/12/7, 12, 4, 27, 9, , 
2020/12/8, 10, 6, 23, 16, 3, 
2020/12/9, 14, 13, 21, 18, 5, 
2020/12/10, 30, 9, 28, 14, 4, 
2020/12/11, 23, 8, 28, 12, 2, 
2020/12/12, 21, 6, 23, 9, 3, 
2020/12/13, 19, 8, 22, 11, 2, 
2020/12/14, 14, 5, 28, 15, 2, 
2020/12/15, 10, 6, 30, 13, 2, 
2020/12/16, 13, 10, 13, 20, 3, 
2020/12/17, 26, 8, 24, 15, 2, 
2020/12/18, 15, 5, 22, 10, 3, 
2020/12/19, 19, 6, 26, 11, 2, 
2020/12/20, 17, 7, 24, 13, 2, 
2020/12/21, 12, 5, 18, 11, 2, 
2020/12/22, 9, 6, 27, 11, 2, 
2020/12/23, 12, 6, 24, 10, 2, 
2020/12/24, 15, 7, 28, 7, 2, 
2020/12/25, 14, 5, 26, 15, 2, 
2020/12/26, 15, 4, 26, 6, , 
2020/12/27, 13, 2, 31, 7, , 
2020/12/28, 7, 2, 25, 12, , 
2020/12/29, 6, 4, 25, 16, , 
2020/12/30, 11, 3, 25, 10, , 
2020/12/31, 11, 3, 29, 7, , 
2021/1/1, 9, 6, 27, 13, , 
2021/1/2, 17, 3, 22, 12, , 
2021/1/3, 11, 2, 23, 10, , 
2020/7/1, 23, 6, 18, 10, , 
2020/7/2, 18, 6, 21, 8, , 
2020/7/3, 19, 7, 34, 7, 1, 
2020/7/4, 21, 9, 38, 7, 3, 
2020/7/5, 34, 7, 17, 6, , 
2020/7/6, 23, 23, 21, 9, , 
2020/7/7, 42, 21, 34, 12, 1, 
2020/7/8, 39, 18, 31, 10, 1, 
2020/7/9, 37, 10, 16, 10, , 
2020/7/10, 22, 10, 33, 6, , 
2020/7/11, 21, 11, 36, 9, , 
2020/7/12, 32, 16, 35, 10, , 
2020/7/13, 29, 17, 33, 11, 1, 
2020/7/14, 37, 12, 23, 11, 1, 
2020/7/15, 26, 10, 25, 9, 1, 
2020/7/16, 23, 10, 21, 7, , 
2020/7/17, 23, 15, 34, 9, , 
2020/7/18, 37, 16, 39, 9, 1, 
2020/7/19, 44, 22, 29, 7, 1, 
2020/7/20, 46, 26, 27, 9, 1, 
2020/7/21, 46, 28, 30, 9, , 
2020/7/22, 59, 23, 40, 8, , 
2020/7/23, 51, 17, 36, 9, , 
2020/7/24, 32, 13, 37, 5, , 
2020/7/25, 31, 10, 22, 6, , 
2020/7/26, 26, 16, 25, 7, , 
2020/7/27, 37, 13, 15, 8, , 
2020/7/28, 28, 15, 17, 8, , 
2020/7/29, 28, 27, 40, 12, , 
2020/7/30, 47, , , , , 
2020/8/3, 14, 11, 19, 9, , 
2020/8/4, 17, 18, 33, 10, 1, 
2020/8/5, 35, , 46, 23, 2, 
2020/8/10, 39, 23, 21, 7, , 
2020/8/11, 55, 14, 32, 11, , 
2020/8/12, 32, 9, 23, 7, , 
2020/8/13, 15, 12, 25, 7, , 
2020/8/14, 26, 9, 27, 4, , 
2020/8/15, 25, 7, 28, 5, , 
2020/8/16, 15, 12, 22, 15, , 
2020/8/17, 21, 9, 21, 12, , 
2020/8/18, 14, 9, 28, 14, , 
2020/8/19, 15, 17, 29, 14, , 
2020/8/20, 25, 12, 20, 9, , 
2020/8/21, 26, 12, 26, 7, , 
2020/8/22, 31, 9, 29, 6, 1, 
2020/8/23, 24, 11, 28, 10, , 
2020/8/24, 21, 13, 27, 13, , 
2020/8/25, 24, 11, 18, 9, , 
2020/8/26, 21, 13, 21, 9, , 
2020/8/27, 32, 10, 22, 8, , 
2020/8/28, 21, 6, 25, 6, , 
2020/8/29, 15, 7, 27, 8, , 
2020/8/30, 14, 12, 27, 13, , 
2020/8/31, 26, 14, 30, 15, 1, 
2020/9/1, 25, 14, 33, 14, , 
2020/9/2, 27, 23, 37, 21, 2, 
2020/9/3, 40, 30, 4, 25, 1, 
2020/9/4, 61, , , , , 
2020/9/7, 16, 16, 32, 16, , 
2020/9/8, 29, 30, 24, 22, 1, 
2020/9/9, 54, 34, , 26, , 
2020/9/10, 65, 23, 21, 17, , 
2020/9/11, 46, 19, 25, 14, , 
2020/9/12, 41, 22, 33, 22, 1, 
2020/9/13, 45, 27, 39, 24, , 
2020/9/14, 45, 28, 35, 18, , 
2020/9/15, 60, 37, 28, 22, 1, 
2020/9/16, 72, 39, 19, 27, 1, 
2020/9/17, 72, 16, 29, 15, 1, 
2020/9/18, 29, 6, 21, 13, 1, 
2020/9/19, 14, 10, 29, 11, 2, 
2020/9/20, 24, 14, 32, 15, , 
2020/9/21, 35, 18, 32, 16, , 
2020/9/22, 44, 15, 22, 16, , 
2020/9/23, 36, 11, 30, 12, , 
2020/9/24, 22, 10, 29, 8, , 
2020/9/25, 17, 5, 26, 7, , 
2020/9/26, 11, 10, 27, 9, , 
2020/9/27, 22, 16, 25, 15, , 
2020/9/28, 31, 21, 20, 18, , 
2020/9/29, 40, 23, 25, 17, 2, 
2020/9/30, 52, 16, 26, 19, , 
2020/4/1, 22, 6, 31, 10, , 
2020/4/2, 41, 14, 37, 9, 1, 
2020/4/3, 60, 19, 39, 8, 1, 
2020/4/4, 38, 13, 37, 6, 1, 
2020/4/5, 19, 7, 34, 1, 1, 
2020/4/6, 27, 10, 26, 2, 2, 
2020/4/7, 35, 15, 29, 11, 3, 
2020/4/8, 51, 19, 30, 5, , 
2020/4/9, 61, , 29, 6, 2, 
2020/4/14, 45, 12, 35, 8, 2, 
2020/4/15, 31, 8, 30, 5, 2, 
2020/4/16, 18, 6, 29, 5, 3, 
2020/4/17, 10, 6, 30, 6, 2, 
2020/4/18, 14, 6, 30, 4, 2, 
2020/4/19, 16, 10, 33, 8, 2, 
2020/4/20, 19, 12, 34, 10, 2, 
2020/4/21, 30, 14, 35, 11, 3, 
2020/4/22, 32, 19, 31, 11, 4, 
2020/4/23, 45, 28, 31, 14, 5, 
2020/4/24, 60, 25, 34, 5, 4, 
2020/4/25, 69, 20, 35, 3, 2, 
2020/4/26, 60, 16, 30, 12, 3, 
2020/4/27, 44, 13, 28, 13, 3, 
2020/4/28, 30, 8, 28, 8, 2, 
2020/4/29, 17, 11, 32, 5, 2, 
2020/4/30, 16, 6, 26, 2, 2, 
2020/5/1, 15, 8, 20, 3, 3, 
2020/5/2, 19, 11, 21, 3, 3, 
2020/5/3, 23, 25, 30, 10, 5, 
2020/5/4, 36, 16, 31, 10, 5, 
2020/5/5, 29, 22, 33, 8, 3, 
2020/5/6, 43, 29, 26, 18, 2, 
2020/5/7, 61, 23, 33, 11, 2, 
2020/5/8, 40, 15, 35, 2, 1, 
2020/5/9, 44, 6, 32, 2, 1, 
2020/5/10, 17, 10, 31, 9, 1, 
2020/5/11, 21, 18, 23, 9, 1, 
2020/5/12, 36, 10, 25, 8, 1, 
2020/5/13, 28, 11, 23, 9, 1, 
2020/5/14, 23, 21, 39, 10, 1, 
2020/5/15, 38, 19, 41, 2, 1, 
2020/5/16, 38, 13, 47, 3, 1, 
2020/5/17, 37, 18, 37, 10, 1, 
2020/5/18, 40, 21, 40, 12, 2, 
2020/5/19, 44, 22, 42, 14, 3, 
2020/5/20, 39, 29, 43, 21, 3, 
2020/5/21, 60, 16, 26, 8, 3, 
2020/5/22, 39, 6, 31, 3, 1, 
2020/5/23, 14, 11, 27, 4, 2, 
2020/5/24, 29, 18, 25, 8, 2, 
2020/5/25, 40, 23, 27, 11, 7, 
2020/5/26, 53, 28, 33, 22, 5, 
2020/5/27, 55, 17, 43, 14, 4, 
2020/5/28, 32, 21, 39, 13, 8, 
2020/5/29, 53, 20, 43, 8, 6, 
2020/5/30, 53, 22, 36, 6, 6, 
2020/5/31, 60, 24, 35, 8, 4, 
2020/6/1, 61, 32, 27, 9, 5, 
2020/6/2, 81, 23, 38, 8, 4, 
2020/6/3, 61, 11, 35, 9, 4, 
2020/6/4, 26, 14, 27, 7, 4, 
2020/6/5, 28, 7, 16, 4, 4, 
2020/6/6, 17, 6, 28, 2, 4, 
2020/6/7, 13, 8, 28, 7, 4, 
2020/6/8, 17, 12, 29, 8, 5, 
2020/6/9, 29, 15, 28, 11, 6, 
2020/6/10, 40, 13, 16, 12, 5, 
2020/6/11, 34, 9, 24, 11, 5, 
2020/6/12, 15, 12, 26, 11, 4, 
2020/6/13, 30, 10, 32, 5, 4, 
2020/6/14, 29, 11, 28, 9, 5, 
2020/6/15, 26, 13, 16, 10, 6, 
2020/6/16, 31, 15, 25, 17, 5, 
2020/6/17, 26, 9, 26, 11, 4, 
2020/6/18, 23, 16, 15, 11, 6, 
2020/6/19, 33, , , , , 
2020/6/20, 23, , , , , 
2020/6/21, 21, 8, 24, 12, 2, 
2020/6/22, 22, 14, 39, 16, 3, 
2020/6/23, 45, 19, 35, 17, 2, 
2020/6/24, 76, 17, 29, 16, 2, 
2020/6/25, 61, 9, 30, 13, 1, 
2020/6/26, 33, 7, 29, 8, 1, 
2020/6/27, 32, 5, 23, 3, 1, 
2020/6/28, 14, 5, 18, 11, 1, 
2020/6/29, 17, 9, 26, 9, 1, 
2020/6/30, 25, 7, 20, 10, 2, 
2020/1/2, 46, 21, 2, 23, 2, 
2020/1/3, 56, 22, , 30, 1, 
2020/1/4, 42, 13, 15, 19, , 
2020/1/5, 33, 14, 9, 17, , 
2020/1/6, 38, 14, 7, 17, 1, 
2020/1/7, 53, 26, 2, 22, 2, 
2020/1/8, 64, 34, 2, 22, 2, 
2020/1/9, 27, 19, 28, 19, 1, 
2020/1/10, 29, 21, 28, 24, , 
2020/1/11, 47, 18, 8, 19, , 
2020/1/12, 46, 16, 4, 19, , 
2020/1/13, 31, 21, 30, 16, , 
2020/1/14, 24, 12, 33, 5, , 
2020/1/15, 28, 19, 33, 17, , 
2020/1/16, 22, 12, 32, 7, , 
2020/1/17, 26, 15, 28, 22, , 
2020/1/18, 30, 13, 24, 14, , 
2020/1/19, 19, 15, 29, 5, , 
2020/1/20, 25, 18, 25, 17, , 
2020/1/21, 45, 34, 7, 21, 1, 
2020/1/22, 62, 41, 2, 24, 1, 
2020/1/23, 56, 41, 23, 17, 2, 
2020/1/24, 51, 43, 20, 19, 1, 
2020/1/25, 51, 32, 13, 16, 1, 
2020/1/26, 34, 19, 19, 9, 2, 
2020/1/27, 20, 7, 28, 3, 1, 
2020/1/28, 25, 16, 24, 22, 2, 
2020/1/29, 48, 18, 24, 16, 3, 
2020/1/30, 17, 5, 25, 2, 1, 
2020/1/31, 32, 3, 23, 13, 3, 
2020/2/3, 55, 55, 11, 17, 4, 
2020/2/4, 40, 23, 17, 20, 3, 
2020/2/5, 52, 18, 22, 17, 2, 
2020/2/6, 42, 18, 16, 25, 2, 
2020/2/7, 47, 21, 15, 23, 2, 
2020/2/8, 44, 20, 17, 18, 2, 
2020/2/9, 48, 6, 28, 5, 2, 
2020/2/27, 49, 26, 20, 18, 2, 
2020/2/28, 85, 62, 21, 15, 3, 
2020/2/29, 72, 39, 27, 13, 2, 
2020/3/1, 37, 16, 30, 8, 1, 
2020/3/2, 11, 6, 31, 9, 1, 
2020/3/3, 39, 22, 26, 6, 1, 
2020/3/4, 34, 16, 14, 21, 2, 
2020/3/5, 17, 8, 29, 10, 1, 
2020/3/6, 25, 12, 30, 7, 1, 
2020/3/7, 37, 15, 28, 13, 1, 
2020/3/8, 45, 16, 30, 9, 2, 
2020/3/9, 40, 18, 31, 23, 1, 
2020/3/10, 62, 31, 19, 21, 2, 
2020/3/11, 72, 33, 18, 19, 4, 
2020/3/12, 50, 21, 28, 20, 2, 
2020/3/13, 33, 16, 26, 15, 2, 
2020/3/14, 41, 17, 30, 13, 2, 
2020/3/15, 37, 12, 32, 11, 2, 
2020/3/16, 18, 7, 31, 14, 1, 
2020/3/17, 37, 16, 24, 20, 2, 
2020/3/18, 70, 30, 9, 18, 3, 
2020/3/19, 86, 40, 20, 16, 3, 
2020/3/20, 37, 17, 33, 8, 2, 
2020/3/21, 51, 28, 35, 6, 2, 
2020/3/22, 79, 37, 32, 5, 3, 
2020/3/23, 61, 25, 27, 10, 2, 
2020/3/24, 60, 29, 28, 13, 3, 
2020/3/25, 54, 28, 32, 12, 3, 
2020/3/26, 52, 24, 40, 9, 2, 
2020/3/27, 65, 26, 37, 16, 2, 
2020/3/28, 66, 23, 38, 12, 2, 
2020/3/29, 79, 34, 34, 10, 2, 
2020/3/30, 24, 8, 28, 6, , 
2020/3/31, 43, 11, 15, 9, , 
2019/10/1, 65, 16, 22, 19, 2, 
2019/10/2, 30, 16, 14, 19, 2, 
2019/10/3, 34, 20, 9, 21, 8, 
2019/10/4, 50, 17, 20, 7, 2, 
2019/10/5, 38, 17, 14, 5, 2, 
2019/10/6, 46, 20, 3, 10, 2, 
2019/10/7, 41, 24, 20, 9, 4, 
2019/10/8, 54, 22, 26, , 3, 
2019/10/9, 33, 24, 23, 11, 3, 
2019/10/10, 44, 28, 30, 12, 3, 
2019/10/11, 49, 27, 25, 7, 2, 
2019/10/12, 54, 22, 29, 4, 2, 
2019/10/13, 41, 24, 28, 8, 3, 
2019/10/14, 41, 15, 25, 7, 2, 
2019/10/15, 43, 16, 27, 3, 2, 
2019/10/16, 35, 13, 24, 5, 2, 
2019/10/17, 24, 19, 20, 12, 3, 
2019/10/18, 35, 15, 25, 4, 2, 
2019/10/19, 31, 10, 26, 2, 3, 
2019/10/20, 17, 15, 24, 7, 4, 
2019/10/21, 23, 27, 17, 10, 6, 
2019/10/22, 53, 18, 26, 8, 4, 
2019/10/23, 34, 16, 28, 5, 3, 
2019/10/24, 36, 21, 21, 7, 4, 
2019/10/25, 45, 18, 27, 4, 4, 
2019/10/26, 31, 16, 27, 5, 3, 
2019/10/27, 37, 37, 24, 16, 6, 
2019/10/28, 48, 43, 20, 13, 7, 
2019/10/29, 74, 33, 22, 6, 5, 
2019/10/30, 60, 21, 22, 9, 3, 
2019/10/31, 35, 22, 10, 7, 3, 
2019/11/1, 46, 18, 17, 7, 3, 
2019/11/2, 29, 17, 29, 2, 3, 
2019/11/3, 25, 14, 25, 5, 3, 
2019/11/4, 32, 14, 24, 3, 2, 
2019/11/5, 27, 14, 21, 13, 2, 
2019/11/6, 29, 12, 25, 18, 1, 
2019/11/7, 21, 10, 23, 17, , 
2019/11/8, 21, 11, 25, 13, , 
2019/11/9, 15, 10, 24, 16, , 
2019/11/10, 16, 18, 14, 25, , 
2019/11/11, 7, 18, 14, 24, , 
2019/11/12, 20, 17, 11, 27, , 
2019/11/13, 25, 9, 26, 20, , 
2019/11/14, 17, 10, 20, 22, , 
2019/11/15, 24, 11, 12, 21, , 
2019/11/16, 28, 9, 19, 17, , 
2019/11/17, 21, 14, 15, 24, , 
2019/11/18, 31, 19, 4, 21, 1, 
2019/11/19, 47, 16, 16, 18, , 
2019/11/20, 41, 18, 23, 21, 1, 
2019/11/21, 26, 10, 25, 7, , 
2019/11/22, 18, 12, 31, 8, , 
2019/11/23, 20, 8, 25, 9, , 
2019/11/24, 24, 19, 20, 23, 1, 
2019/11/25, 29, 10, 24, 10, , 
2019/11/26, 18, 13, 27, 16, 1, 
2019/11/27, 27, 21, 8, 26, 2, 
2019/11/28, 43, 22, 4, 26, 2, 
2019/11/29, 48, 11, 21, 18, 1, 
2019/11/30, 26, 13, 15, 19, 1, 
2019/12/1, 30, 13, 14, 20, 1, 
2019/12/2, 22, 16, 19, 21, 1, 
2019/12/3, 26, 25, 6, 23, 1, 
2019/12/4, 51, 21, 10, 13, 8, 
2019/12/5, 43, , , , , 
2019/12/6, 51, , , , , 
2019/12/7, 55, , , , , 
2019/12/8, 35, 27, 16, 16, 15, 
2019/12/9, 38, 25, 5, , 13, 
2019/12/10, 53, 13, 19, 23, 5, 
2019/12/11, 29, 7, 23, 13, 4, 
2019/12/12, 17, 12, 30, 15, 4, 
2019/12/13, 18, 8, 27, 8, 3, 
2019/12/14, 19, 5, 31, 2, 2, 
2019/12/15, 11, 12, 24, 13, 2, 
2019/12/16, 27, 14, 25, 27, 3, 
2019/12/17, 29, 9, 27, 5, 2, 
2019/12/18, 27, 10, 28, 6, 2, 
2019/12/19, 16, 12, 26, 22, 3, 
2019/12/20, 32, 11, 28, 12, 3, 
2019/12/21, 20, 14, 31, 6, 2, 
2019/12/23, 5, 16, 11, 21, 2, 
2019/12/24, 16, 11, 11, 17, 2, 
2019/12/26, 26, 21, 3, 22, 2, 
2019/12/27, 35, 17, 3, 20, 2, 
2019/12/28, 38, 14, 3, 19, 1, 
2019/7/1, 33, 22, 23, 12, 3, 
2019/7/2, 32, 25, 21, 16, 3, 
2019/7/3, 47, 30, 40, 19, 3, 
2019/7/4, 63, 29, 40, 16, 3, 
2019/7/5, 63, 24, 40, 6, 3, 
2019/7/6, 55, 19, 33, 4, 3, 
2019/7/7, 48, 21, 35, 17, , 
2019/7/8, 44, 24, 31, 13, 2, 
2019/7/9, 47, 30, 37, 17, 4, 
2019/7/10, 59, 29, 36, 22, 4, 
2019/7/11, 56, 31, 37, 22, 5, 
2019/7/12, 59, 26, 25, 15, 4, 
2019/7/13, 53, 19, 35, 8, 4, 
2019/7/14, 38, 25, 33, 15, 5, 
2019/7/15, 60, 22, 35, 14, 5, 
2019/7/16, 52, 20, 30, 14, 3, 
2019/7/17, 47, 20, 28, 10, 3, 
2019/7/18, 43, 21, 30, 13, 5, 
2019/7/19, 41, 18, 26, 6, 3, 
2019/7/20, 43, 13, 17, 5, 2, 
2019/7/21, 24, 22, 26, 12, 3, 
2019/7/22, 43, 38, 35, 17, 2, 
2019/7/23, 65, 50, 29, 21, 3, 
2019/7/24, 66, 40, 35, 7, 1, 
2019/7/25, 59, 15, 20, 13, 2, 
2019/7/26, 34, 10, 21, 9, 2, 
2019/7/27, 28, 11, 1, 6, 2, 
2019/7/28, 28, 20, 21, 12, 2, 
2019/7/29, 38, 20, 25, 9, 2, 
2019/7/30, 26, 19, 28, 5, 2, 
2019/7/31, 26, 20, 23, 14, 2, 
2019/8/1, 31, 20, 25, 10, 1, 
2019/8/2, 38, 20, 37, 7, 2, 
2019/8/3, 38, 18, 27, 6, 2, 
2019/8/4, 41, 17, 23, 8, 1, 
2019/8/5, 41, 19, 23, 10, 2, 
2019/8/6, 44, 18, 26, 11, 2, 
2019/8/7, 43, 15, 16, 13, 2, 
2019/8/8, 35, 20, 19, 10, 2, 
2019/8/9, 24, 20, 26, 4, , 
2019/8/10, 28, 16, 28, 4, 2, 
2019/8/11, 25, 17, 25, 9, 2, 
2019/8/12, 31, 19, 28, 10, 2, 
2019/8/13, 30, 19, 27, 12, 2, 
2019/8/14, 38, 15, 24, 6, 2, 
2019/8/15, 24, 15, 27, 13, 3, 
2019/8/16, 30, 17, 28, 12, 3, 
2019/8/17, 37, 13, 22, 8, 2, 
2019/8/18, 31, 14, 19, 15, 1, 
2019/8/19, 24, 15, 23, 10, 1, 
2019/8/20, 32, 18, 30, 13, 1, 
2019/8/21, 31, 21, 33, 17, 2, 
2019/8/22, 44, 23, 36, 23, 4, 
2019/8/23, 47, 25, 37, 17, 4, 
2019/8/24, 53, 24, 33, 4, 1, 
2019/8/25, 45, 23, 28, 11, 1, 
2019/8/26, 44, 22, 27, 15, 2, 
2019/8/27, 47, 23, 28, 14, 2, 
2019/8/28, 47, 18, 30, 11, 2, 
2019/8/29, 38, 18, 27, 14, 2, 
2019/8/30, 38, 21, 26, 17, 2, 
2019/8/31, 52, 14, 21, 11, 2, 
2019/9/1, 31, 18, 23, 17, 2, 
2019/9/2, 33, 22, 30, 18, 3, 
2019/9/3, 52, 24, 28, 18, 3, 
2019/9/4, 59, 18, 21, 15, 1, 
2019/9/5, 31, 19, 24, 17, 1, 
2019/9/6, 46, 18, 28, 14, 3, 
2019/9/7, 49, 14, 26, 13, 2, 
2019/9/8, 37, 18, 22, 17, 3, 
2019/9/9, 46, 16, 23, 16, 2, 
2019/9/10, 29, 20, 28, 18, 1, 
2019/9/11, 28, 20, 25, 19, 2, 
2019/9/12, 46, 25, 22, 20, 3, 
2019/9/13, 59, 23, 30, 19, 3, 
2019/9/14, 59, 15, 24, 19, 3, 
2019/9/15, 61, 24, 20, 19, 1, 
2019/9/16, 59, 28, 25, 21, 3, 
2019/9/17, 64, 26, 21, 20, 2, 
2019/9/18, 60, 26, 28, 21, 3, 
2019/9/19, 54, 28, 29, 21, 2, 
2019/9/20, 62, 17, 31, 6, 1, 
2019/9/21, 37, 13, 26, 11, 2, 
2019/9/22, 26, 16, 13, 19, 3, 
2019/9/23, 39, 16, 23, 18, 2, 
2019/9/24, 20, 19, 14, 16, 2, 
2019/9/25, 33, 22, 18, 16, 3, 
2019/9/26, 44, 23, 19, 18, 2, 
2019/9/27, 50, 18, 21, 13, 10, 
2019/9/28, 24, 20, 23, 19, 3, 
2019/9/29, 23, 18, 13, 19, 3, 
2019/9/30, 38, 21, 16, 19, 3, 
2019/4/1, 51, 28, 35, 21, 4, 
