date, pm25, pm10, o3, no2, so2, co
2020/6/5, 24, 21, 19, 3, 1, 1
2020/6/6, 26, 14, 30, 2, , 1
2020/6/7, 14, 18, 28, 5, , 1
2020/6/8, 15, 19, 31, 6, , 1
2020/6/9, 17, 21, 33, 5, , 1
2020/6/10, 28, 21, 22, 5, 1, 1
2020/6/11, 23, 20, 23, 8, 1, 1
2020/6/12, 18, 26, 29, 6, 1, 1
2020/6/13, 25, 17, 25, 4, , 1
2020/6/14, 20, 14, 20, 7, , 1
2020/6/15, 9, 16, 27, 7, , 1
2020/6/16, 11, 18, 26, 6, 1, 1
2020/6/17, 10, 17, 28, 5, 1, 1
2020/6/18, 14, 17, 29, 6, 1, 1
2020/6/19, 18, 17, 23, 5, , 1
2020/6/20, 23, 14, 14, 2, , 1
2020/6/21, 16, 21, 31, 7, , 1
2020/6/22, 15, 28, 45, 10, 1, 1
2020/6/23, 37, 31, 36, 4, 1, 1
2020/6/24, 53, 30, 26, 5, 1, 1
2020/6/25, 42, 20, 21, 5, 1, 1
2020/6/26, 30, 11, 12, 3, 1, 1
2020/6/27, 6, 8, 13, 3, 1, 1
2020/6/29, 9, 16, 24, 5, 1, 1
2020/6/30, 16, 18, 18, 4, 1, 1
2020/1/1, 84, 31, , 14, 2, 6
2020/1/2, 88, 42, , 13, 2, 4
2020/1/3, 111, 18, 11, 7, 1, 1
2020/1/4, 46, 22, 3, 10, 1, 1
2020/1/5, 58, 23, 1, 9, 2, 1
2020/1/6, 69, 39, , 14, 2, 1
2020/1/7, 102, 47, , 14, 2, 1
2020/1/8, 116, 50, 17, 18, 3, 2
2020/1/9, 101, 37, 5, 19, 2, 1
2020/1/10, 71, 38, 2, 14, 2, 2
2020/1/11, 94, 41, 2, 14, 4, 1
2020/1/12, 113, 39, 19, 14, 3, 1
2020/1/13, 99, 19, 22, 15, 4, 1
2020/1/14, 41, 24, 25, 23, 3, 1
2020/1/15, 40, 28, 21, 19, 3, 1
2020/1/16, 51, 30, 15, 22, 2, 1
2020/1/17, 54, 22, 26, 12, 2, 1
2020/1/18, 44, 14, 27, 6, 2, 1
2020/1/19, 36, 20, 26, 15, 2, 1
2020/1/20, 46, 19, 23, 13, 2, 1
2020/1/21, 37, 19, 21, 15, 2, 1
2020/1/22, 41, 37, 4, 18, 5, 1
2020/1/23, 72, 42, 9, 21, 3, 1
2020/1/24, 83, 32, 8, 16, 3, 1
2020/1/25, 78, 32, 11, 16, 2, 1
2020/1/26, 79, 15, 17, 21, 3, 1
2020/1/27, 36, 26, 14, 21, 3, 2
2020/1/28, 51, 25, 17, 25, 3, 1
2020/1/29, 58, 18, 11, 25, 3, 1
2020/1/30, 37, 22, 13, 22, 3, 1
2020/1/31, 33, 12, 17, 13, 2, 1
2020/2/1, 12, 23, 19, 12, 3, 1
2020/2/2, 41, 28, 11, 15, 2, 1
2020/2/3, 47, 27, 13, 14, 2, 1
2020/2/4, 52, 20, 16, 14, 3, 1
2020/2/5, 45, 25, 10, 18, 3, 1
2020/2/6, 52, 30, 12, 18, 3, 1
2020/2/7, 64, 27, 26, 17, 2, 1
2020/2/8, 47, 23, 9, 16, 2, 1
2020/2/9, 52, 13, 21, 14, 2, 1
2020/2/10, 22, 26, 12, 15, 2, 1
2020/2/11, 45, 26, 14, 11, 3, 1
2020/2/12, 53, 18, 20, 14, 3, 1
2020/2/13, 41, 19, 15, 16, 3, 1
2020/2/14, 38, 22, 15, 14, 2, 1
2020/2/15, 51, 10, 18, 9, 3, 1
2020/2/16, 18, 16, 24, 15, 2, 1
2020/2/17, 27, 22, 19, 15, 2, 1
2020/2/18, 45, 28, 10, 17, 2, 1
2020/2/19, 65, 25, 20, 18, 2, 1
2020/2/20, 64, 25, 18, 18, 2, 1
2020/2/21, 56, 30, 22, 18, 3, 1
2020/2/22, 76, 24, 19, 16, 2, 1
2020/2/23, 62, 22, 24, 20, 2, 1
2020/2/24, 55, 20, 26, 14, 3, 1
2020/2/25, 46, 17, 27, 15, 2, 1
2020/2/26, 27, 40, 25, 15, 2, 1
2020/2/27, 50, 70, 17, 16, 3, 1
2020/2/28, 90, 32, 30, 7, 3, 1
2020/2/29, 44, 18, 29, 8, 3, 1
2020/3/1, 35, 13, 29, 8, 3, 1
2020/3/2, 21, 19, 16, 17, 3, 1
2020/3/3, 26, 20, 16, 12, 3, 1
2020/3/4, 32, 14, 26, 13, 3, 1
2020/3/5, 27, 21, 28, 14, 2, 1
2020/3/6, 36, 21, 28, 11, 2, 1
2020/3/7, 45, 19, 27, 11, 2, 1
2020/3/8, 45, 27, 26, 14, 2, 1
2020/3/9, 50, 28, 23, 15, 2, 1
2020/3/10, 57, 24, 21, 16, 3, 1
2020/3/11, 55, 21, 28, 11, 3, 1
2020/3/12, 44, 14, 28, 10, 3, 1
2020/3/13, 27, 19, 25, 8, 3, 1
2020/3/14, 50, 17, 27, 6, 3, 1
2020/3/15, 52, 13, 30, 5, 3, 1
2020/3/16, 31, 13, 26, 7, 2, 1
2020/3/17, 27, 23, 21, 11, 4, 1
2020/3/18, 52, 38, 25, 5, 3, 1
2020/3/19, 60, 27, 15, 7, 4, 1
2020/3/20, 58, 19, 18, 5, 4, 1
2020/3/21, 36, 30, 24, 1, 4, 1
2020/3/22, 52, 29, 28, 4, 4, 1
2020/3/23, 59, 18, 30, 6, 3, 1
2020/3/24, 41, 15, 33, 7, 4, 1
2020/3/25, 32, 15, 37, 6, 3, 
2020/3/26, 37, 18, 37, 9, 3, 1
2020/3/27, 44, 16, 37, 7, 3, 1
2020/3/28, 52, 24, 38, 3, 3, 1
2020/3/29, 62, 18, 31, 4, 3, 1
2020/3/30, 41, 11, 21, 8, 3, 1
2020/3/31, 42, 14, 23, 7, 1, 1
2019/10/1, 18, 10, 22, 13, 2, 2
2019/10/2, 23, 10, 14, 12, 2, 2
2019/10/3, 26, 9, 15, 12, 2, 1
2019/10/4, 16, 10, 26, 10, 2, 1
2019/10/5, 21, 9, 26, 10, 2, 1
2019/10/6, 27, 7, 26, 14, 3, 1
2019/10/7, 22, 9, 14, 12, 3, 1
2019/10/8, 18, 13, 25, 12, 2, 1
2019/10/9, 34, 14, 22, 16, 3, 1
2019/10/10, 38, 15, 30, 19, 3, 1
2019/10/11, 37, 22, 32, 14, 3, 1
2019/10/12, 52, 16, 26, 10, 3, 1
2019/10/13, 38, 8, 25, 15, 3, 1
2019/10/14, 25, 14, 14, 16, 2, 1
2019/10/15, 32, 16, 14, 20, 3, 1
2019/10/16, 29, 11, 21, 14, 2, 1
2019/10/17, 27, 14, 22, 14, 2, 1
2019/10/18, 26, 8, 19, 14, 3, 1
2019/10/19, 25, 10, 20, 9, 2, 1
2019/10/20, 29, 12, 19, 10, 2, 1
2019/10/21, 36, 12, 19, 11, 2, 1
2019/10/22, 39, 13, 25, 14, 2, 1
2019/10/23, 38, 16, 20, 17, 2, 1
2019/10/24, 49, 19, 17, 19, 2, 1
2019/10/25, 54, 19, 22, 14, 2, 1
2019/10/26, 56, 22, 6, 13, 2, 2
2019/10/27, 62, 21, 5, 13, 2, 2
2019/10/28, 56, 19, 9, 17, 2, 2
2019/10/29, 47, 18, 2, 18, 2, 2
2019/10/30, 34, 21, 1, 15, 2, 2
2019/10/31, 35, 16, 16, 9, 2, 1
2019/11/1, 27, 11, 24, 10, 3, 1
2019/11/2, 18, 14, 28, 5, 3, 1
2019/11/3, 30, 11, 28, 11, 3, 1
2019/11/4, 29, 11, 18, 13, 2, 1
2019/11/5, 31, 14, 18, 14, 2, 1
2019/11/6, 38, 16, 22, 15, 2, 1
2019/11/7, 39, , 13, 19, 2, 1
2019/11/10, 20, 21, 20, 13, 2, 1
2019/11/11, 38, 29, 7, 17, 2, 2
2019/11/12, 52, 20, 21, 16, 2, 1
2019/11/13, 34, 15, 27, 14, 3, 1
2019/11/14, 25, 16, 22, 11, 2, 1
2019/11/15, 40, 18, 16, 12, 2, 1
2019/11/16, 41, 23, 20, 12, 2, 2
2019/11/17, 56, 19, 12, 12, 2, 1
2019/11/18, 42, 22, 7, 13, 2, 2
2019/11/19, 52, 22, 11, 17, 3, 2
2019/11/20, 57, 20, 11, 19, 3, 3
2019/11/21, 52, 16, 24, 15, 4, 2
2019/11/22, 33, 16, 24, 15, 3, 2
2019/11/23, 34, 22, 7, 17, 3, 3
2019/11/24, 59, 20, 24, 17, 3, 2
2019/11/25, 30, 16, 27, 12, 3, 1
2019/11/26, 25, 16, 26, 16, 3, 2
2019/11/27, 34, 13, 21, 19, 3, 2
2019/11/28, 24, 27, 4, 17, 3, 3
2019/11/29, 44, 20, 25, 13, 2, 2
2019/11/30, 37, 10, 25, 8, 3, 1
2019/12/1, 22, 13, 23, 12, 2, 2
2019/12/2, 29, 16, 10, 13, 2, 2
2019/12/3, 49, 21, 5, 13, 2, 3
2019/12/4, 59, 31, 4, 19, 3, 4
2019/12/5, 77, 36, 2, 14, 3, 5
2019/12/6, 96, 44, 2, 12, 3, 6
2019/12/7, 115, 45, 1, 13, 3, 7
2019/12/8, 113, 32, 4, 15, 2, 4
2019/12/9, 65, 36, , 15, 3, 4
2019/12/10, 84, 31, 16, 21, 2, 4
2019/12/11, 74, 21, 11, 30, 2, 4
2019/12/12, 49, 14, 24, 20, 3, 2
2019/12/13, 23, 12, 27, 15, 3, 2
2019/12/14, 19, 15, 20, 17, 3, 3
2019/12/15, 34, 12, 16, 18, 3, 3
2019/12/16, 32, 27, 16, 19, 3, 4
2019/12/17, 67, 18, 20, 18, 4, 3
2019/12/18, 39, 22, 31, 31, 4, 4
2019/12/19, 54, 17, 29, 27, 4, 4
2019/12/20, 41, 12, 19, 15, 3, 3
2019/12/21, 25, 27, 31, 12, 2, 3
2019/12/22, 48, 34, 1, 25, 3, 6
2019/12/23, 72, 27, 10, 18, 3, 6
2019/12/24, 62, 17, 11, 9, 2, 4
2019/12/25, 35, 29, 9, 17, 2, 4
2019/12/26, 58, 23, 6, 12, 2, 4
2019/12/27, 57, 32, 2, 14, 3, 5
2019/12/28, 84, 35, 4, 14, 3, 7
2019/12/29, 94, , , , , 
2019/7/1, 24, 9, 21, 7, 1, 3
2019/7/2, 24, 12, 36, 9, 1, 2
2019/7/3, 24, 19, 37, 7, 1, 1
2019/7/4, 42, 18, 36, 7, 1, 1
2019/7/5, 44, 15, 38, 5, 1, 1
2019/7/6, 40, 15, 31, 4, 1, 1
2019/7/7, 43, 13, 31, 7, 1, 1
2019/7/8, 39, 15, 37, 6, 1, 1
2019/7/9, 39, 17, 40, 8, 1, 1
2019/7/10, 38, 15, 41, 9, 1, 1
2019/7/11, 36, 18, 37, 10, 1, 1
2019/7/12, 42, 22, 35, 8, 1, 1
2019/7/13, 54, 14, 27, 4, 1, 1
2019/7/14, 26, 13, 31, 7, 1, 1
2019/7/15, 32, 14, 30, 7, 1, 1
2019/7/16, 39, 11, 27, 8, 1, 1
2019/7/17, 30, 8, 26, 12, 1, 1
2019/7/18, 20, 11, 31, 8, 1, 1
2019/7/19, 20, 9, 27, 6, 1, 1
2019/7/20, 22, 9, 28, 4, 1, 1
2019/7/21, 26, 12, 41, 8, 1, 1
2019/7/22, 29, 19, 35, 12, 2, 1
2019/7/23, 51, 15, 31, 10, 2, 1
2019/7/24, 42, 11, 17, 6, 2, 1
2019/7/25, 24, 13, 26, 8, 2, 1
2019/7/26, 29, 12, 19, 5, 2, 1
2019/7/27, 29, 6, 29, 5, 2, 1
2019/7/28, 17, 9, 27, 7, 2, 1
2019/7/29, 23, 11, 28, 7, 1, 1
2019/7/30, 32, 13, 27, 8, 2, 1
2019/7/31, 30, 12, 31, 8, 2, 1
2019/8/1, 27, 11, 37, 8, 2, 1
2019/8/2, 27, 14, 36, 7, 2, 1
2019/8/3, 45, 10, 30, 4, 2, 1
2019/8/4, 33, 9, 28, 7, 2, 1
2019/8/5, 29, 6, 14, 8, 2, 1
2019/8/6, 15, 7, 5, 11, 2, 1
2019/8/7, 13, 9, 4, 7, 2, 1
2019/8/8, 9, 14, 22, 7, 2, 1
2019/8/9, 19, 14, 27, 6, 2, 1
2019/8/10, 27, 11, 26, 4, 2, 1
2019/8/11, 25, 8, 26, 9, 2, 1
2019/8/12, 20, 9, 33, 9, 2, 1
2019/8/13, 26, 11, 20, 9, 2, 1
2019/8/14, 28, 6, 23, 6, 2, 1
2019/8/15, 13, 7, 30, 8, 2, 1
2019/8/16, 12, 5, 22, 5, 2, 1
2019/8/17, 12, 5, 18, 6, 2, 1
2019/8/18, 15, 11, 27, 7, 2, 1
2019/8/19, 21, 10, 26, 8, 2, 1
2019/8/20, 20, 9, 31, 8, 2, 1
2019/8/21, 19, 12, 37, 13, 2, 1
2019/8/22, 23, 13, 51, 16, 2, 1
2019/8/23, 26, 16, 42, 10, 2, 1
2019/8/24, 47, 15, 27, 6, 2, 1
2019/8/25, 38, 10, 35, 11, 2, 1
2019/8/26, 28, 9, 36, 9, 2, 1
2019/8/27, 24, 15, 36, 11, 2, 1
2019/8/28, 39, 13, 33, 10, 2, 1
2019/8/29, 34, 10, 37, 12, 3, 1
2019/8/30, 28, 10, 31, 8, 2, 1
2019/8/31, 32, 9, 23, 4, 2, 1
2019/9/1, 26, 8, 24, 9, 2, 1
2019/9/2, 23, 12, 36, 10, 2, 1
2019/9/3, 25, 14, 29, 10, 2, 1
2019/9/4, 32, 16, 28, 7, , 1
2019/9/5, 25, 16, 27, 9, , 1
2019/9/6, 32, 13, 30, 7, , 1
2019/9/7, 34, 8, 27, 5, , 1
2019/9/8, 21, 9, 25, 9, , 2
2019/9/9, 25, 14, 24, 8, , 1
2019/9/10, 31, 13, 25, 9, , 1
2019/9/11, 26, 13, 31, 13, , 2
2019/9/12, 28, 13, 31, 13, , 2
2019/9/13, 31, 15, 37, 9, , 2
2019/9/14, 35, 20, 33, 8, , 2
2019/9/15, 45, 22, 33, 13, 2, 2
2019/9/16, 44, 12, 29, 14, 2, 2
2019/9/17, 27, 10, 34, 13, 2, 2
2019/9/18, 22, 14, 29, 15, 2, 2
2019/9/19, 30, 16, 30, 13, 2, 2
2019/9/20, 37, 15, 16, 15, 2, 2
2019/9/21, 41, 11, 24, 9, 2, 2
2019/9/22, 24, 12, 18, 14, 1, 2
2019/9/23, 24, 11, 23, 11, 1, 2
2019/9/24, 24, 13, 21, 12, 1, 2
2019/9/25, 26, 14, 17, 11, 2, 2
2019/9/26, 24, 14, 23, 13, 2, 2
2019/9/27, 31, 14, 28, 11, 1, 2
2019/9/28, 33, 11, 14, 9, 1, 2
2019/9/29, 28, 7, 19, 8, 2, 2
2019/9/30, 15, 10, 26, 10, 2, 2
2019/4/1, 41, 17, 37, 12, , 
2019/4/2, 48, 14, 32, 8, , 
2019/4/3, 41, 10, 23, 14, , 
2019/4/4, 31, 8, 29, 14, 1, 
2019/4/5, 33, 6, 34, 10, 1, 
2019/4/6, 33, 6, 21, 12, , 
2019/4/7, 36, 9, 32, 15, , 
2019/4/8, 42, 8, 29, 14, , 
2019/4/9, 28, 7, 30, 13, , 
2019/4/10, 26, 9, 29, 10, , 
2019/4/11, 33, 10, 39, 13, , 
2019/4/12, 40, 12, 29, 10, , 
2019/4/13, 45, 10, 14, 8, 1, 
2019/4/14, 33, 7, 35, 11, , 
2019/4/15, 16, 10, 32, 10, , 
2019/4/16, 23, 9, 25, 13, 1, 
2019/4/17, 22, 8, 35, 8, , 
2019/4/18, 23, 5, 40, 5, , 
2019/4/19, 13, 10, 46, 5, , 
2019/4/20, 29, 14, 50, 7, , 
2019/4/21, 39, 11, 41, 11, 1, 
2019/4/22, 37, 9, 34, 10, 1, 
2019/4/23, 33, 8, 33, 10, 1, 
2019/4/24, 33, 8, 31, 16, , 
2019/4/25, 30, 10, 33, 11, , 
2019/4/26, 30, 12, 30, 8, , 
2019/4/27, 34, 9, 30, 7, , 
2019/4/28, 27, 10, 35, 10, , 
2019/4/29, 29, 13, 31, 9, 1, 
2019/4/30, 38, 14, 15, 4, , 
2019/5/1, 40, 7, 31, 12, , 
2019/5/2, 25, 10, 34, 10, , 
2019/5/3, 29, 8, 39, 7, , 1
2019/5/4, 22, 9, 38, 6, , 1
2019/5/5, 28, 16, 37, 11, , 1
2019/5/6, 49, 15, 28, 9, , 1
2019/5/7, 43, 15, 33, 8, , 1
2019/5/8, 29, 16, 24, 9, 1, 2
2019/5/9, 37, 10, 31, 9, , 1
2019/5/10, 25, 7, 34, 7, , 1
2019/5/11, 20, 8, 37, 7, 1, 1
2019/5/12, 23, 11, 41, 15, 1, 2
2019/5/13, 28, 17, 47, 13, 1, 2
2019/5/14, 39, 19, 44, 14, 1, 2
2019/5/15, 54, 27, 34, 9, 1, 1
2019/5/16, 57, 15, 32, 4, , 1
2019/5/17, 39, 9, 33, 6, , 1
2019/5/18, 25, 8, 36, 5, , 1
2019/5/19, 23, 14, 32, 10, , 2
2019/5/20, 35, 12, 31, 10, 1, 2
2019/5/21, 36, 13, 37, 9, 1, 2
2019/5/22, 30, 11, 31, 9, , 2
2019/5/23, 28, 10, 30, 8, , 1
2019/5/24, 28, 9, 30, 6, , 1
2019/5/25, 25, 8, 29, 4, , 1
2019/5/26, 25, 11, 27, 7, 1, 2
2019/5/27, 31, 12, 31, 7, , 1
2019/5/28, 30, 11, 24, 9, , 1
2019/5/29, 25, 9, 25, 11, , 2
2019/5/30, 20, 11, 41, 13, 1, 2
2019/5/31, 23, 15, 46, 10, 1, 2
2019/6/1, 43, 12, 38, 9, 1, 2
2019/6/2, 36, 11, 24, 8, 1, 2
2019/6/3, 28, 11, 35, 8, 1, 2
2019/6/4, 25, 11, 32, 7, 1, 1
2019/6/5, 23, 12, 25, 10, 2, 1
2019/6/6, 23, 9, 29, 10, 1, 1
2019/6/7, 26, 9, 30, 8, 1, 1
2019/6/8, 27, 10, 31, 6, 1, 1
2019/6/9, 30, 9, 32, 7, , 1
2019/6/10, 23, 7, 31, 7, , 1
2019/6/11, 24, 11, 31, 9, 1, 1
2019/6/12, 31, 10, 31, 8, 1, 2
2019/6/13, 29, 10, 34, 9, 1, 2
2019/6/14, 30, 8, 35, 6, , 2
2019/6/15, 26, 9, 36, 5, 1, 2
2019/6/16, 31, 14, 30, 10, 1, 2
2019/6/17, 36, 12, 25, 12, 1, 2
2019/6/18, 35, 8, 26, 8, 1, 2
2019/6/19, 19, 7, 24, 9, 1, 2
2019/6/20, 12, 11, 31, 8, 1, 2
2019/6/21, 22, 12, 35, 10, 1, 2
2019/6/22, 27, 13, 22, 7, 1, 2
2019/6/23, 26, 12, 18, 10, 1, 3
2019/6/24, 27, 10, 24, 9, 1, 3
2019/6/25, 27, 10, 21, 7, 1, 3
2019/6/26, 23, 12, 24, 10, 1, 3
2019/6/27, 28, 12, 30, 9, 1, 3
2019/6/28, 28, 16, 30, 6, 1, 3
2019/6/29, 38, 14, 15, 5, 1, 3
2019/6/30, 39, 10, 17, 6, 1, 3
2019/1/1, 86, 27, 4, 13, 1, 5
2019/1/2, 83, 25, 2, 12, 2, 4
2019/1/3, 79, 29, 2, 14, 2, 6
2019/1/4, 91, 38, 1, 19, 2, 7
2019/1/5, 114, 40, 2, 16, 3, 7
2019/1/6, 118, 37, , 15, 1, 6
2019/1/7, 114, 42, 1, 17, 2, 3
2019/1/8, 115, 35, 2, 17, 2, 2
2019/1/9, 97, 20, 11, 15, 2, 1
2019/1/10, 61, 24, 12, 18, 2, 2
2019/1/11, 73, 32, 12, 17, 2, 2
2019/1/12, 89, 31, 10, 15, 2, 2
2019/1/13, 91, 32, 6, 19, 3, 2
2019/1/14, 92, 41, 2, 18, 3, 3
2019/1/15, 108, 47, 1, 16, 3, 4
2019/1/16, 122, 51, 10, 18, 2, 2
2019/1/17, 141, 27, 1, 19, 2, 2
2019/1/18, 83, 24, 3, 20, 3, 3
2019/1/19, 80, 15, 17, 12, 2, 1
2019/1/20, 60, 22, 2, 15, 2, 2
2019/1/21, 66, 32, 6, 19, 2, 3
2019/1/22, 88, 17, 20, 11, 2, 1
2019/1/23, 58, 11, 18, 11, 2, 1
2019/1/24, 28, 16, 15, 14, 2, 1
2019/1/25, 44, 19, 12, 15, 2, 1
2019/1/26, 63, 21, 23, 12, 2, 2
2019/1/27, 62, 22, 17, 18, 2, 1
2019/1/28, 53, 17, 18, 15, 2, 1
2019/1/29, 46, 24, 3, 24, 3, 3
2019/1/30, 71, 24, 22, 20, 3, 2
2019/1/31, 77, 11, 30, 13, 3, 1
2019/2/1, 37, 10, 23, 12, 2, 1
2019/2/2, 44, 16, 14, 13, 2, 1
2019/2/3, 60, 30, 2, 18, 2, 3
2019/2/4, 84, 34, 14, 19, 2, 3
2019/2/5, 84, 30, 6, 18, 3, 2
2019/2/6, 80, 30, 17, 19, 5, 2
2019/2/7, 75, 26, 11, 18, 5, 2
2019/2/8, 68, 17, 20, 16, , 1
2019/2/9, 50, 12, 25, 11, , 1
2019/2/10, 38, 16, 21, 15, , 1
2019/2/11, 48, 22, 14, 19, , 2
2019/2/12, 60, 25, 15, 18, , 2
2019/2/13, 71, 27, 24, 21, 1, 2
2019/2/14, 75, 25, 16, 23, , 2
2019/2/15, 66, 27, 14, 18, 1, 
2019/2/16, 73, 29, 26, 14, , 
2019/2/17, 82, 22, 15, 14, , 
2019/2/18, 63, 16, 13, 13, , 
2019/2/19, 55, 20, 7, 14, , 
2019/2/20, 65, 29, 19, 17, 1, 
2019/2/21, 76, 43, 23, 21, 1, 
2019/2/22, 80, 43, 17, 18, , 
2019/2/23, 82, 26, 22, 12, , 
2019/2/24, 68, 21, 16, 20, , 
2019/2/25, 60, 26, 24, 21, 1, 
2019/2/26, 66, 24, 29, 19, , 
2019/2/27, 61, 19, 19, 16, , 
2019/2/28, 54, 17, 20, 15, , 
2019/3/1, 53, 15, 24, 12, , 
2019/3/2, 47, 13, 26, 7, , 
2019/3/3, 46, 12, 32, 10, , 
2019/3/4, 32, 15, 20, 10, , 
2019/3/5, 37, 8, 25, 15, , 
2019/3/6, 26, 9, 12, 21, , 
2019/3/7, 40, 15, 21, 14, , 
2019/3/8, 50, 15, 18, 9, , 
2019/3/9, 41, 10, 18, 6, , 
2019/3/10, 30, 9, 25, 12, , 
2019/3/11, 27, 14, 20, 11, , 
2019/3/12, 45, 11, 22, 12, , 
2019/3/13, 36, 13, 24, 12, , 
2019/3/14, 48, 15, 18, 16, , 
2019/3/15, 52, 15, 39, 11, , 
2019/3/16, 54, 13, 32, 6, , 
2019/3/17, 46, 9, 31, 10, , 
2019/3/18, 37, 8, 31, 7, , 
2019/3/19, 32, 6, 30, 9, , 
2019/3/20, 29, 8, 31, 14, , 
2019/3/21, 34, 11, 34, 16, , 
2019/3/22, 41, 13, 32, 15, , 
2019/3/23, 48, 15, 36, 10, 1, 
2019/3/24, 50, 16, 32, 10, , 
2019/3/25, 51, 17, 35, 10, , 
2019/3/26, 52, 19, 35, 14, , 
2019/3/27, 43, 17, 33, 13, , 
2019/3/28, 45, 18, 37, 16, , 
2019/3/29, 52, 20, 43, 14, 1, 
2019/3/30, 53, 16, 40, 11, , 
2019/3/31, 48, 15, 33, 13, , 
2018/10/1, 45, 15, 26, 8, 1, 
2018/10/2, 37, 15, 20, 16, 1, 1
2018/10/3, 26, 13, 22, 22, 1, 1
2018/10/4, 21, 17, 32, 21, 2, 1
2018/10/5, 40, 16, 22, 13, 2, 1
2018/10/6, 48, 11, 28, 6, 1, 1
2018/10/7, 28, 12, 27, 17, 2, 1
2018/10/8, 25, 14, 28, 20, 2, 1
2018/10/9, 28, 21, 34, 19, 2, 1
2018/10/10, 44, 21, 28, 17, 2, 1
2018/10/11, 44, 13, 19, 12, 2, 1
2018/10/12, 33, 10, 25, 13, 2, 1
2018/10/13, 24, 10, 26, 8, 2, 1
2018/10/14, 27, 10, 16, 14, 2, 1
2018/10/15, 27, 11, 12, 12, 2, 1
2018/10/16, 27, 12, 4, 13, 2, 1
2018/10/17, 35, 11, 19, 11, 2, 1
2018/10/18, 30, 16, 24, 11, 2, 1
2018/10/19, 46, 20, 25, 11, 2, 1
2018/10/20, 57, 21, 19, 11, 2, 1
2018/10/21, 55, 21, 21, 12, 2, 1
2018/10/22, 55, 17, 19, 16, 2, 1
2018/10/23, 49, 15, 10, 16, 2, 1
2018/10/24, 42, 13, 7, 16, 2, 1
2018/10/25, 39, 17, 16, 12, 2, 1
2018/10/26, 37, 27, 26, 8, 2, 1
2018/10/27, 32, 7, 25, 5, 2, 1
2018/10/28, 26, 8, 19, 11, 2, 1
2018/10/29, 33, 11, 17, 16, 3, 1
2018/10/30, 37, 16, 13, 15, 2, 1
2018/10/31, 52, 17, 14, 11, 2, 1
2018/11/1, 53, 16, 10, 16, 2, 2
2018/11/2, 49, 17, 10, 10, 1, 1
2018/11/3, 54, 16, 12, 9, 2, 1
2018/11/4, 60, 10, 22, 16, 2, 1
2018/11/5, 35, 16, 10, 21, 2, 1
2018/11/6, 45, 16, 25, 16, 2, 1
2018/11/7, 44, 20, 13, 21, 2, 1
2018/11/8, 57, 20, 3, 26, 2, 3
2018/11/9, 55, 20, 25, 17, 2, 1
2018/11/10, 50, 17, 18, 16, 2, 1
2018/11/11, 51, 20, 14, 16, 2, 2
2018/11/12, 59, 24, 4, 13, 2, 2
2018/11/13, 62, 24, 8, 11, 2, 1
2018/11/14, 65, 28, 6, 14, 2, 2
2018/11/15, 59, 31, 6, 15, 2, 2
2018/11/16, 62, 24, 15, 10, 2, 1
2018/11/17, 53, 28, 5, 13, 3, 3
2018/11/18, 59, 28, 5, 11, 3, 2
2018/11/19, 63, 20, 12, 15, 3, 1
2018/11/20, 46, 17, 16, 18, 2, 2
2018/11/21, 50, 10, 20, 19, 2, 1
2018/11/22, 39, 12, 17, 21, 2, 2
2018/11/23, 41, 17, 4, 19, 3, 3
2018/11/24, 52, 21, 16, 9, 2, 2
2018/11/25, 61, 18, 23, 16, 2, 2
2018/11/26, 53, 27, 2, 16, 2, 3
2018/11/27, 69, 24, 17, 15, 2, 1
2018/11/28, 60, 18, 19, 19, 3, 2
2018/11/29, 47, 28, 8, 17, 2, 4
2018/11/30, 64, 28, 19, 16, 2, 3
2018/12/1, 66, 19, 19, 16, 2, 2
2018/12/2, 51, 21, , 23, 2, 4
2018/12/3, 49, 17, 7, 15, 2, 2
2018/12/4, 50, 23, 3, 15, 2, 3
2018/12/5, 57, 33, 11, 12, 2, 3
2018/12/6, 68, 25, 1, 16, 2, 4
2018/12/7, 66, 26, 5, 10, 1, 3
2018/12/8, 70, 32, 5, 12, 2, 4
2018/12/9, 82, 25, 1, 15, 2, 3
2018/12/10, 70, 28, 1, 14, 2, 4
2018/12/11, 75, 40, 2, 18, 3, 5
2018/12/12, 92, 26, 23, 17, 2, 2
2018/12/13, 67, 19, 2, 18, 2, 3
2018/12/14, 53, 24, 8, 20, 2, 3
2018/12/15, 62, 20, 22, 15, 2, 2
2018/12/16, 60, 14, 8, 18, 2, 3
2018/12/17, 70, 12, 20, 18, 2, 2
2018/12/18, 41, 16, 13, 23, 2, 3
2018/12/19, 52, 18, 12, 25, 2, 4
2018/12/20, 54, 21, 8, 23, 2, 3
2018/12/21, 46, 21, 10, 19, 2, 4
2018/12/22, 48, 18, 5, 12, 2, 3
2018/12/23, 49, 17, 2, 11, 1, 4
2018/12/24, 56, 26, 2, 9, 2, 5
2018/12/25, 76, 23, 2, 11, 2, 4
2018/12/26, 75, 26, 1, 11, 2, 5
2018/12/27, 79, 27, 9, 13, 2, 4
2018/12/28, 69, 25, 7, 9, 1, 4
2018/12/29, 71, 23, 4, 10, 2, 4
2018/12/30, 75, , , , , 
2018/7/1, 12, 9, 17, 9, 2, 1
2018/7/2, 8, 10, 27, 7, , 1
2018/7/3, 13, 10, 27, 6, , 1
2018/7/4, 20, 9, 23, 8, , 1
